,recording_mbid,genres
180,2ca99b4f-6144-4397-95e3-ecc3543d7af6,millennial
180,2ca99b4f-6144-4397-95e3-ecc3543d7af6,melodic hardcore
180,2ca99b4f-6144-4397-95e3-ecc3543d7af6,2010s
180,2ca99b4f-6144-4397-95e3-ecc3543d7af6,rock
181,2cdbc52e-e8f9-4dca-a1fd-e92cf0e97e07,boom bap
181,2cdbc52e-e8f9-4dca-a1fd-e92cf0e97e07,hip hop
181,2cdbc52e-e8f9-4dca-a1fd-e92cf0e97e07,conscious hip hop
181,2cdbc52e-e8f9-4dca-a1fd-e92cf0e97e07,jazz rap
181,2cdbc52e-e8f9-4dca-a1fd-e92cf0e97e07,east coast hip hop
181,2cdbc52e-e8f9-4dca-a1fd-e92cf0e97e07,pop rap
182,2cfbcc98-22d0-462d-ad57-06045ead88ed,pop punk
182,2cfbcc98-22d0-462d-ad57-06045ead88ed,alternative rock
183,2d53ce5b-508f-4adb-8bcd-ed9c36846f62,metal
183,2d53ce5b-508f-4adb-8bcd-ed9c36846f62,metalcore
183,2d53ce5b-508f-4adb-8bcd-ed9c36846f62,alternative metal
183,2d53ce5b-508f-4adb-8bcd-ed9c36846f62,post-hardcore
184,2d87307d-0fd9-44b9-b9b6-e425856c2c59,country pop
184,2d87307d-0fd9-44b9-b9b6-e425856c2c59,hard rock
184,2d87307d-0fd9-44b9-b9b6-e425856c2c59,country
185,2dc21e63-6535-43a1-bc63-cbb22be1fdc3,
186,2dcc855e-04c7-4d1b-9c5f-6560da5fd709,contemporary r&b
186,2dcc855e-04c7-4d1b-9c5f-6560da5fd709,rnb
186,2dcc855e-04c7-4d1b-9c5f-6560da5fd709,pop
186,2dcc855e-04c7-4d1b-9c5f-6560da5fd709,r&b
186,2dcc855e-04c7-4d1b-9c5f-6560da5fd709,queer
186,2dcc855e-04c7-4d1b-9c5f-6560da5fd709,alternative r&b
187,2dd93701-b790-4134-8c31-5eeee950ee4a,metal
187,2dd93701-b790-4134-8c31-5eeee950ee4a,post-hardcore
187,2dd93701-b790-4134-8c31-5eeee950ee4a,metalcore
187,2dd93701-b790-4134-8c31-5eeee950ee4a,post-metalcore
188,2e29167c-e217-41c3-a343-b1f699011c0c,metal
188,2e29167c-e217-41c3-a343-b1f699011c0c,metalcore
188,2e29167c-e217-41c3-a343-b1f699011c0c,post-metalcore
188,2e29167c-e217-41c3-a343-b1f699011c0c,post-hardcore
189,2ec6da3b-7620-41db-b8f6-e99f41c2f6c7,hard rock
189,2ec6da3b-7620-41db-b8f6-e99f41c2f6c7,alternative rock
189,2ec6da3b-7620-41db-b8f6-e99f41c2f6c7,rock
190,2f258170-a763-4e80-a02c-7162adf60cd5,alternative rock
190,2f258170-a763-4e80-a02c-7162adf60cd5,female singers
190,2f258170-a763-4e80-a02c-7162adf60cd5,hard rock
190,2f258170-a763-4e80-a02c-7162adf60cd5,hard rock
191,2f4735d9-3b02-4ac2-ba72-0312cefefa6f,hip hop
191,2f4735d9-3b02-4ac2-ba72-0312cefefa6f,west coast hip hop
191,2f4735d9-3b02-4ac2-ba72-0312cefefa6f,trap
192,2fb5a713-060c-4ec9-a5e5-29fb46b0208f,rock
192,2fb5a713-060c-4ec9-a5e5-29fb46b0208f,alternative rock
192,2fb5a713-060c-4ec9-a5e5-29fb46b0208f,hard rock
192,2fb5a713-060c-4ec9-a5e5-29fb46b0208f,alternative metal
192,2fb5a713-060c-4ec9-a5e5-29fb46b0208f,progressive rock
192,2fb5a713-060c-4ec9-a5e5-29fb46b0208f,progressive metal
192,2fb5a713-060c-4ec9-a5e5-29fb46b0208f,heavy metal
193,2fd59961-1971-4f64-84ee-bad865a7ade1,rock
193,2fd59961-1971-4f64-84ee-bad865a7ade1,alternative rock
193,2fd59961-1971-4f64-84ee-bad865a7ade1,hard rock
194,2fda5a53-e685-473f-b990-07f63ba9de7d,hip-hop
194,2fda5a53-e685-473f-b990-07f63ba9de7d,rap
194,2fda5a53-e685-473f-b990-07f63ba9de7d,trap rap
194,2fda5a53-e685-473f-b990-07f63ba9de7d,pop rap
194,2fda5a53-e685-473f-b990-07f63ba9de7d,r&b
194,2fda5a53-e685-473f-b990-07f63ba9de7d,contemporary r&b
194,2fda5a53-e685-473f-b990-07f63ba9de7d,hip hop
194,2fda5a53-e685-473f-b990-07f63ba9de7d,alternative r&b
194,2fda5a53-e685-473f-b990-07f63ba9de7d,trap
194,2fda5a53-e685-473f-b990-07f63ba9de7d,southern hip hop
194,2fda5a53-e685-473f-b990-07f63ba9de7d,sxsw
194,2fda5a53-e685-473f-b990-07f63ba9de7d,top 10
194,2fda5a53-e685-473f-b990-07f63ba9de7d,top 5
194,2fda5a53-e685-473f-b990-07f63ba9de7d,top 100
194,2fda5a53-e685-473f-b990-07f63ba9de7d,hardcore hip hop
194,2fda5a53-e685-473f-b990-07f63ba9de7d,pop
195,30a6feb0-e400-44a6-894d-02eb22d7a45a,alternative metal
195,30a6feb0-e400-44a6-894d-02eb22d7a45a,post-grunge
195,30a6feb0-e400-44a6-894d-02eb22d7a45a,alternative rock
195,30a6feb0-e400-44a6-894d-02eb22d7a45a,hard rock
195,30a6feb0-e400-44a6-894d-02eb22d7a45a,metal
196,30be0f82-1a89-4fc4-be4e-f771787a2064,alternative rock
196,30be0f82-1a89-4fc4-be4e-f771787a2064,electronic
196,30be0f82-1a89-4fc4-be4e-f771787a2064,metalcore
196,30be0f82-1a89-4fc4-be4e-f771787a2064,post-hardcore
197,30d0e308-a1a0-48f6-9d91-fd136591b65b,experimental rock
197,30d0e308-a1a0-48f6-9d91-fd136591b65b,post-hardcore
198,30e8eaff-c859-4f0a-bb05-6745a55bff0f,hip hop
198,30e8eaff-c859-4f0a-bb05-6745a55bff0f,trap
198,30e8eaff-c859-4f0a-bb05-6745a55bff0f,rap
199,313783e6-b789-447e-8d5f-1b387a91ec6a,
200,316d0c36-8246-43e7-b36f-a4c1a15fc1a1,alternative metal
200,316d0c36-8246-43e7-b36f-a4c1a15fc1a1,alternative rock
201,31baba72-2c99-4998-88dc-36251ae87d1c,metalcore
201,31baba72-2c99-4998-88dc-36251ae87d1c,hard rock
202,31c5b3e9-d6a3-4c0b-8a7d-cd97ac255881,progressive metal
202,31c5b3e9-d6a3-4c0b-8a7d-cd97ac255881,metalcore
202,31c5b3e9-d6a3-4c0b-8a7d-cd97ac255881,post-hardcore
202,31c5b3e9-d6a3-4c0b-8a7d-cd97ac255881,djent
202,31c5b3e9-d6a3-4c0b-8a7d-cd97ac255881,melodic metalcore
202,31c5b3e9-d6a3-4c0b-8a7d-cd97ac255881,technical metalcore
202,31c5b3e9-d6a3-4c0b-8a7d-cd97ac255881,progressive metalcore
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,blues rock
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,rock
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,pop rock
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,soul
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,alternative
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,indie rock
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,adult alternative pop/rock
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,alternative/indie rock
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,pop
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,contemporary singer/songwriter
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,chamber pop
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,singer-songwriter
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,folk rock
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,blues
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,r&b
203,31f919e9-acbf-42ec-bf3e-d4a78b29a205,pop soul
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,drum and bass
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,house
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,electronic
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,post-hardcore
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,alternative rock
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,screamo
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,rock
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,hard rock
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,alternative/indie rock
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,pop
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,electronic rock
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,nu metal
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,metalcore
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,deathcore
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,pop rock
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,alternative metal
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,emo
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,melodic metalcore
204,321e1cee-e9db-4f7b-a423-c84ed6ecead1,psychedelic rock
205,32464a50-6832-4bed-b04f-93804c667324,pop screamo
205,32464a50-6832-4bed-b04f-93804c667324,easycore
205,32464a50-6832-4bed-b04f-93804c667324,millennial
205,32464a50-6832-4bed-b04f-93804c667324,rock
205,32464a50-6832-4bed-b04f-93804c667324,2010s
205,32464a50-6832-4bed-b04f-93804c667324,post-hardcore
205,32464a50-6832-4bed-b04f-93804c667324,2020s
205,32464a50-6832-4bed-b04f-93804c667324,melodic hardcore
206,332c290d-ae89-406d-a1c8-af0246a5e738,gen z
206,332c290d-ae89-406d-a1c8-af0246a5e738,hip hop
206,332c290d-ae89-406d-a1c8-af0246a5e738,trap
206,332c290d-ae89-406d-a1c8-af0246a5e738,death by murder
206,332c290d-ae89-406d-a1c8-af0246a5e738,rap
206,332c290d-ae89-406d-a1c8-af0246a5e738,trap metal
206,332c290d-ae89-406d-a1c8-af0246a5e738,emo rap
206,332c290d-ae89-406d-a1c8-af0246a5e738,2010s
207,336a7ab5-422f-4c05-90f5-f09931daaafd,electronic
207,336a7ab5-422f-4c05-90f5-f09931daaafd,american
207,336a7ab5-422f-4c05-90f5-f09931daaafd,neo-soul
207,336a7ab5-422f-4c05-90f5-f09931daaafd,soul
207,336a7ab5-422f-4c05-90f5-f09931daaafd,rnb
207,336a7ab5-422f-4c05-90f5-f09931daaafd,alternative rnb
207,336a7ab5-422f-4c05-90f5-f09931daaafd,female vocals
207,336a7ab5-422f-4c05-90f5-f09931daaafd,alternative r&b
207,336a7ab5-422f-4c05-90f5-f09931daaafd,contemporary r&b
207,336a7ab5-422f-4c05-90f5-f09931daaafd,r&b
207,336a7ab5-422f-4c05-90f5-f09931daaafd,neo soul
207,336a7ab5-422f-4c05-90f5-f09931daaafd,hip hop soul
207,336a7ab5-422f-4c05-90f5-f09931daaafd,pop
207,336a7ab5-422f-4c05-90f5-f09931daaafd,jazz
207,336a7ab5-422f-4c05-90f5-f09931daaafd,progressive rap
207,336a7ab5-422f-4c05-90f5-f09931daaafd,disco
207,336a7ab5-422f-4c05-90f5-f09931daaafd,dance
207,336a7ab5-422f-4c05-90f5-f09931daaafd,house
207,336a7ab5-422f-4c05-90f5-f09931daaafd,future bass
207,336a7ab5-422f-4c05-90f5-f09931daaafd,contemporary rap
207,336a7ab5-422f-4c05-90f5-f09931daaafd,conscious rapper
207,336a7ab5-422f-4c05-90f5-f09931daaafd,2010s
207,336a7ab5-422f-4c05-90f5-f09931daaafd,2020s
207,336a7ab5-422f-4c05-90f5-f09931daaafd,gangsta rap
207,336a7ab5-422f-4c05-90f5-f09931daaafd,alternative hip hop
207,336a7ab5-422f-4c05-90f5-f09931daaafd,hardcore hip hop
207,336a7ab5-422f-4c05-90f5-f09931daaafd,conscious hip hop
207,336a7ab5-422f-4c05-90f5-f09931daaafd,jazz rap
207,336a7ab5-422f-4c05-90f5-f09931daaafd,west coast hip hop
207,336a7ab5-422f-4c05-90f5-f09931daaafd,hip hop
207,336a7ab5-422f-4c05-90f5-f09931daaafd,rap
207,336a7ab5-422f-4c05-90f5-f09931daaafd,r&b
207,336a7ab5-422f-4c05-90f5-f09931daaafd,pop rap
207,336a7ab5-422f-4c05-90f5-f09931daaafd,trap
207,336a7ab5-422f-4c05-90f5-f09931daaafd,pop
208,337396b7-eedc-4f64-b681-c25de014dd04,pop screamo
208,337396b7-eedc-4f64-b681-c25de014dd04,easycore
208,337396b7-eedc-4f64-b681-c25de014dd04,rock
208,337396b7-eedc-4f64-b681-c25de014dd04,millennial
208,337396b7-eedc-4f64-b681-c25de014dd04,2020s
208,337396b7-eedc-4f64-b681-c25de014dd04,melodic hardcore
208,337396b7-eedc-4f64-b681-c25de014dd04,2010s
208,337396b7-eedc-4f64-b681-c25de014dd04,post-hardcore
209,338ad413-df43-461d-97e7-8c0a1b01c9b6,metalcore
210,346255f7-d0c5-48ce-9b69-2e654f60c168,alternative/indie rock
210,346255f7-d0c5-48ce-9b69-2e654f60c168,emo pop
210,346255f7-d0c5-48ce-9b69-2e654f60c168,alternative
210,346255f7-d0c5-48ce-9b69-2e654f60c168,powerpop
210,346255f7-d0c5-48ce-9b69-2e654f60c168,alternative rock
210,346255f7-d0c5-48ce-9b69-2e654f60c168,pop
210,346255f7-d0c5-48ce-9b69-2e654f60c168,emo-pop
210,346255f7-d0c5-48ce-9b69-2e654f60c168,pop punk
210,346255f7-d0c5-48ce-9b69-2e654f60c168,pop rock
210,346255f7-d0c5-48ce-9b69-2e654f60c168,emo
210,346255f7-d0c5-48ce-9b69-2e654f60c168,modern rock
210,346255f7-d0c5-48ce-9b69-2e654f60c168,power pop
210,346255f7-d0c5-48ce-9b69-2e654f60c168,punk
210,346255f7-d0c5-48ce-9b69-2e654f60c168,neon pop
211,346c5920-4b36-4472-9447-139d2c9e4560,rap
211,346c5920-4b36-4472-9447-139d2c9e4560,hip hop
211,346c5920-4b36-4472-9447-139d2c9e4560,trap
211,346c5920-4b36-4472-9447-139d2c9e4560,pop rap
211,346c5920-4b36-4472-9447-139d2c9e4560,southern hip hop
211,346c5920-4b36-4472-9447-139d2c9e4560,english
211,346c5920-4b36-4472-9447-139d2c9e4560,experimental hip hop
212,34c4b1dc-b7d1-42ee-b32b-65f962fa17dd,pop screamo
212,34c4b1dc-b7d1-42ee-b32b-65f962fa17dd,2020s
212,34c4b1dc-b7d1-42ee-b32b-65f962fa17dd,melodic hardcore
212,34c4b1dc-b7d1-42ee-b32b-65f962fa17dd,easycore
212,34c4b1dc-b7d1-42ee-b32b-65f962fa17dd,rock
212,34c4b1dc-b7d1-42ee-b32b-65f962fa17dd,millennial
212,34c4b1dc-b7d1-42ee-b32b-65f962fa17dd,post-hardcore
212,34c4b1dc-b7d1-42ee-b32b-65f962fa17dd,2010s
213,34c6765e-a256-4cff-95c7-3150a288f447,post-punk revival
213,34c6765e-a256-4cff-95c7-3150a288f447,garage rock revival
213,34c6765e-a256-4cff-95c7-3150a288f447,neo-psychedelia
213,34c6765e-a256-4cff-95c7-3150a288f447,psychedelic rock
213,34c6765e-a256-4cff-95c7-3150a288f447,punk blues
213,34c6765e-a256-4cff-95c7-3150a288f447,punk rock
213,34c6765e-a256-4cff-95c7-3150a288f447,acoustic rock
213,34c6765e-a256-4cff-95c7-3150a288f447,pop
213,34c6765e-a256-4cff-95c7-3150a288f447,alternative
213,34c6765e-a256-4cff-95c7-3150a288f447,american trad rock
213,34c6765e-a256-4cff-95c7-3150a288f447,garage rock
213,34c6765e-a256-4cff-95c7-3150a288f447,alternative rock
213,34c6765e-a256-4cff-95c7-3150a288f447,indie rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,electronic
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,indie pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,synthpop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,alternative dance
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,techno
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,bass house
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,alternative music
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,alternative/indie rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,dance-pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,left-field pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,house
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,trance
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,electronica
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,ポップ
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,dance
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,afro house
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,dj tools
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,indie rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,folk pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,tech house
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,house
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,drum and bass
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,screamo
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,organic house
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,edm
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,nordic folk music
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,post-hardcore
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,dark pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,deep house
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,disco
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,metalcore
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,deathcore
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,pop rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,synth-pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,alternative metal
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,electronic rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,norway
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,norwegian pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,norwegian
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,folktronica
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,indietronica
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,chamber pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,art pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,electropop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,female vocals
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,dream pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,alternative rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,melodic metalcore
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,emo
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,psychedelic rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,nu metal
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,pop
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,alternative/indie rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,hard rock
214,34fc829e-d9ac-4377-bc0e-77ba7a7a0ce8,rock
215,3521d61f-3d9d-4b8b-a93f-89ade71fb161,yg
215,3521d61f-3d9d-4b8b-a93f-89ade71fb161,ratchet music
215,3521d61f-3d9d-4b8b-a93f-89ade71fb161,west coast hip hop
215,3521d61f-3d9d-4b8b-a93f-89ade71fb161,drake
215,3521d61f-3d9d-4b8b-a93f-89ade71fb161,hip hop
216,352fa6c0-4f94-41fa-a0d2-462513b31bb9,hard rock
216,352fa6c0-4f94-41fa-a0d2-462513b31bb9,metalcore
217,35606333-58c7-49a9-849e-67ddeb30190a,alternative metal
217,35606333-58c7-49a9-849e-67ddeb30190a,hard rock
217,35606333-58c7-49a9-849e-67ddeb30190a,nu metal
217,35606333-58c7-49a9-849e-67ddeb30190a,rock
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,deathcore
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,pop rock
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,alternative metal
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,electronic rock
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,melodic metalcore
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,emo
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,psychedelic rock
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,alternative rock
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,nu metal
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,pop
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,alternative/indie rock
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,hard rock
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,rock
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,drum and bass
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,house
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,screamo
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,electronic
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,post-hardcore
218,3629ee1e-9982-4a3e-aa6d-a710861b7403,metalcore
219,366ad4c5-1e4c-4680-8302-c3600071fa5c,hip hop
219,366ad4c5-1e4c-4680-8302-c3600071fa5c,southern hip hop
219,366ad4c5-1e4c-4680-8302-c3600071fa5c,rap
220,36ac8cf7-8859-434b-976c-13f11c23ee6d,heavy metal
220,36ac8cf7-8859-434b-976c-13f11c23ee6d,progressive metal
220,36ac8cf7-8859-434b-976c-13f11c23ee6d,rock
220,36ac8cf7-8859-434b-976c-13f11c23ee6d,alternative rock
220,36ac8cf7-8859-434b-976c-13f11c23ee6d,progressive rock
220,36ac8cf7-8859-434b-976c-13f11c23ee6d,alternative metal
220,36ac8cf7-8859-434b-976c-13f11c23ee6d,hard rock
221,36dbf0bb-c439-4f99-b4bd-11c8f03d5d5b,
222,372c1d5d-0a0f-44c9-a072-38733e85e32e,alternative rock
222,372c1d5d-0a0f-44c9-a072-38733e85e32e,emo pop
222,372c1d5d-0a0f-44c9-a072-38733e85e32e,post-hardcore
222,372c1d5d-0a0f-44c9-a072-38733e85e32e,acoustic
222,372c1d5d-0a0f-44c9-a072-38733e85e32e,metalcore
222,372c1d5d-0a0f-44c9-a072-38733e85e32e,pop punk
223,37908989-e8dc-49f9-a0e5-389fb8218229,screamo
223,37908989-e8dc-49f9-a0e5-389fb8218229,metalcore
223,37908989-e8dc-49f9-a0e5-389fb8218229,deathcore
223,37908989-e8dc-49f9-a0e5-389fb8218229,pop rock
223,37908989-e8dc-49f9-a0e5-389fb8218229,alternative metal
223,37908989-e8dc-49f9-a0e5-389fb8218229,electronic rock
223,37908989-e8dc-49f9-a0e5-389fb8218229,drum and bass
223,37908989-e8dc-49f9-a0e5-389fb8218229,house
223,37908989-e8dc-49f9-a0e5-389fb8218229,electronic
223,37908989-e8dc-49f9-a0e5-389fb8218229,post-hardcore
223,37908989-e8dc-49f9-a0e5-389fb8218229,rock
223,37908989-e8dc-49f9-a0e5-389fb8218229,hard rock
223,37908989-e8dc-49f9-a0e5-389fb8218229,alternative/indie rock
223,37908989-e8dc-49f9-a0e5-389fb8218229,pop
223,37908989-e8dc-49f9-a0e5-389fb8218229,nu metal
223,37908989-e8dc-49f9-a0e5-389fb8218229,psychedelic rock
223,37908989-e8dc-49f9-a0e5-389fb8218229,emo
223,37908989-e8dc-49f9-a0e5-389fb8218229,melodic metalcore
223,37908989-e8dc-49f9-a0e5-389fb8218229,alternative rock
224,37966d79-8273-467b-b565-9e72980e787e,nu metal
224,37966d79-8273-467b-b565-9e72980e787e,alternative metal
224,37966d79-8273-467b-b565-9e72980e787e,alternative rock
225,37b04338-bc18-41b7-9eb9-636213f81095,west coast hip hop
225,37b04338-bc18-41b7-9eb9-636213f81095,jazz
225,37b04338-bc18-41b7-9eb9-636213f81095,progressive rap
225,37b04338-bc18-41b7-9eb9-636213f81095,disco
225,37b04338-bc18-41b7-9eb9-636213f81095,house
225,37b04338-bc18-41b7-9eb9-636213f81095,dance
225,37b04338-bc18-41b7-9eb9-636213f81095,future bass
225,37b04338-bc18-41b7-9eb9-636213f81095,contemporary rap
225,37b04338-bc18-41b7-9eb9-636213f81095,conscious rapper
225,37b04338-bc18-41b7-9eb9-636213f81095,2010s
225,37b04338-bc18-41b7-9eb9-636213f81095,2020s
225,37b04338-bc18-41b7-9eb9-636213f81095,gangsta rap
225,37b04338-bc18-41b7-9eb9-636213f81095,alternative hip hop
225,37b04338-bc18-41b7-9eb9-636213f81095,hardcore hip hop
225,37b04338-bc18-41b7-9eb9-636213f81095,conscious hip hop
225,37b04338-bc18-41b7-9eb9-636213f81095,jazz rap
225,37b04338-bc18-41b7-9eb9-636213f81095,hip hop
225,37b04338-bc18-41b7-9eb9-636213f81095,pop rap
225,37b04338-bc18-41b7-9eb9-636213f81095,trap
225,37b04338-bc18-41b7-9eb9-636213f81095,pop
225,37b04338-bc18-41b7-9eb9-636213f81095,rap
225,37b04338-bc18-41b7-9eb9-636213f81095,r&b
226,389e5cec-5202-4c54-8690-859525851ec7,
227,38a549ba-ea71-4f6b-842a-dabb68629f7d,country
228,398bf241-7d57-4993-860b-1f9ef496c97f,contemporary rap
228,398bf241-7d57-4993-860b-1f9ef496c97f,trap
228,398bf241-7d57-4993-860b-1f9ef496c97f,jazz
228,398bf241-7d57-4993-860b-1f9ef496c97f,gangsta rap
228,398bf241-7d57-4993-860b-1f9ef496c97f,2020s
228,398bf241-7d57-4993-860b-1f9ef496c97f,jazz rap
228,398bf241-7d57-4993-860b-1f9ef496c97f,r&b
228,398bf241-7d57-4993-860b-1f9ef496c97f,2010s
228,398bf241-7d57-4993-860b-1f9ef496c97f,conscious rapper
228,398bf241-7d57-4993-860b-1f9ef496c97f,dance
228,398bf241-7d57-4993-860b-1f9ef496c97f,future bass
228,398bf241-7d57-4993-860b-1f9ef496c97f,pop rap
228,398bf241-7d57-4993-860b-1f9ef496c97f,pop
228,398bf241-7d57-4993-860b-1f9ef496c97f,hip hop
228,398bf241-7d57-4993-860b-1f9ef496c97f,west coast hip hop
228,398bf241-7d57-4993-860b-1f9ef496c97f,progressive rap
228,398bf241-7d57-4993-860b-1f9ef496c97f,disco
228,398bf241-7d57-4993-860b-1f9ef496c97f,rap
228,398bf241-7d57-4993-860b-1f9ef496c97f,house
228,398bf241-7d57-4993-860b-1f9ef496c97f,hardcore hip hop
228,398bf241-7d57-4993-860b-1f9ef496c97f,alternative hip hop
228,398bf241-7d57-4993-860b-1f9ef496c97f,conscious hip hop
229,398dcffc-8740-4b8b-8453-846fbf8c5de2,rock
229,398dcffc-8740-4b8b-8453-846fbf8c5de2,alternative rock
229,398dcffc-8740-4b8b-8453-846fbf8c5de2,folk rock
229,398dcffc-8740-4b8b-8453-846fbf8c5de2,americana
229,398dcffc-8740-4b8b-8453-846fbf8c5de2,stomp and holler
229,398dcffc-8740-4b8b-8453-846fbf8c5de2,folk pop
